Uniprot_A	Uniprot_B	Gene_A	Gene_B	pmid:method:quality:type	taxid	high_quality
P07004	P16676	proA	cysA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07004	P21645	proA	lpxD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07004	P29745	proA	pepT	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07004	Q46840	proA	yghO	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P07012	prfB	prfB	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P07026	prfB	sdiA	24561554:0397:HT:binary	562	True
P07012	P0A7K2	prfB	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0A7R5	prfB	rpsJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0A7V0	prfB	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0A7W1	prfB	rpsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0A7Z4	prfB	rpoA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0ABL8	prfB	ccmB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0AC78	prfB	wecA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P0ACF0	prfB	hupA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P0ACF4	prfB	hupB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P20083	prfB	parE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P32704	prfB	yjcF	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P39301	prfB	ulaA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P61175	prfB	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07012	P75959	prfB	nagK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P76440	prfB	preT	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07012	P77374	prfB	ynfE	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07013	P07013	priB	priB	14973045:0655:LC:binary|15383524:0114:LC:binary|15530361:0071:LC:binary|15530361:0114:LC:binary|15607735:0114:LC:binary|17588514:0114:LC:binary	562	True
P07014	P0A776	sdhB	rppH	24627523:0397:HT:binary	562	True
P07014	P0AC41	sdhB	sdhA	12560550:0114:LC:binary|24561554:0397:HT:binary	562	True
P07014	P0AC44	sdhB	sdhD	12560550:0114:LC:binary	562	True
P07014	P0ACG8	sdhB	hslR	24561554:0397:HT:binary	562	True
P07014	P0ACM9	sdhB	yihL	24561554:0397:HT:binary	562	True
P07014	P69054	sdhB	sdhC	12560550:0114:LC:binary|16407191:0114:LC:binary|19710024:0114:LC:binary	562	True
P07018	P0AEG4	tap	dsbA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07021	P0A8G0	yfiB	uvrC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07023	P07023	tyrA	tyrA	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P07023	P21645	tyrA	lpxD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07024	P07024	ushA	ushA	11491293:0114:LC:binary	562	True
P07024	P0A9R7	ushA	ftsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07024	P31663	ushA	panC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07024	P33937	ushA	napA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07026	P0AF12	sdiA	mtnN	24561554:0397:HT:binary	562	True
P07026	P38506	sdiA	ygdG	24561554:0397:HT:binary	562	True
P07102	P07102	appA	appA	10655611:0114:LC:binary	562	True
P07109	P0A8D0	hisP	nrdR	24561554:0397:HT:binary	562	True
P07109	P75862	hisP	zapC	24561554:0397:HT:binary	562	True
P07117	P17993	putP	ubiG	24561554:0397:HT:binary	562	True
P07117	P76143	putP	lsrF	24561554:0397:HT:binary	562	True
P07117	Q46864	putP	mqsA	24561554:0397:HT:binary	562	True
P07118	P07118	valS	valS	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07118	P0CE47	valS	tufA	15690043:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P07118	P75767	valS	ybhK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07363	P07363	cheA	cheA	14726213:0028:LC:binary|15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P07363	P0AE67	cheA	cheY	11353835:0415:LC:binary|14726213:0028:LC:binary|15236585:0051:LC:binary|15522865:0004:LC:co-complex|16176121:0841:LC:binary|19834901:0397:LC:binary|21642453:0051:LC:binary|21642453:0841:LC:binary|9437425:0114:LC:binary|9636149:0114:LC:binary	562	True
P07364	P0AGB6	cheR	rpoE	19834901:0397:LC:binary|24561554:0397:HT:binary	562	True
P07364	P39280	cheR	epmB	19834901:0397:LC:binary|24561554:0397:HT:binary	562	True
P07364	P52612	cheR	fliI	19834901:0397:LC:binary|24561554:0397:HT:binary	562	True
P07395	P07395	pheT	pheT	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07395	P08312	pheT	pheS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary|6360212:0071:LC:binary	562	True
P07395	P0AG90	pheT	secD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0096:HT:binary|24561554:0397:HT:binary	562	True
P07395	P30958	pheT	mfd	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07395	P32715	pheT	mdtO	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07395	P76237	pheT	dgcJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07395	Q46841	pheT	yghQ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07464	P07464	lacA	lacA	11937062:0114:LC:binary	562	True
P07604	P07604	tyrR	tyrR	11923293:0028:LC:binary|11923293:0071:LC:binary|14973045:0655:LC:binary|15690043:0007:LC:binary|15690043:0676:HT:co-complex|8106498:0028:LC:binary|8176727:0028:LC:binary|8947567:0028:LC:binary	562	True
P07639	P07639	aroB	aroB	24561554:0397:HT:binary	562	True
P07639	P0A6M8	aroB	fusA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07639	P0A6Y1	aroB	ihfB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07639	P33014	aroB	tsuB	24561554:0397:HT:binary	562	True
P07639	P37909	aroB	ybgD	24561554:0397:HT:binary	562	True
P07639	P39834	aroB	ygiL	24561554:0397:HT:binary	562	True
P07639	P68646	aroB	fixX	24561554:0096:HT:binary|24561554:0397:HT:binary	562	True
P07648	P08394	recC	recB	15538360:0114:LC:binary|15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|18668125:0114:LC:binary|19402753:0676:HT:co-complex	562	True
P07649	P07649	truA	truA	10625422:0114:LC:binary	562	True
P07649	P0A805	truA	frr	24561554:0397:HT:binary	562	True
P07649	P0C8J6	truA	gatY	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07649	P33014	truA	tsuB	24561554:0397:HT:binary	562	True
P07649	P39391	truA	yjiT	24561554:0397:HT:binary	562	True
P07649	P45577	truA	proQ	24561554:0397:HT:binary	562	True
P07649	P68646	truA	fixX	24561554:0397:HT:binary	562	True
P07650	P07650	deoA	deoA	2199449:0114:LC:binary|3546318:0071:LC:binary|9698549:0114:LC:binary	562	True
P07658	P75825	fdhF	hcp	24561554:0397:HT:binary	562	True
P07674	P07674	korB	korB	11711548:0114:LC:binary|11842117:0018:LC:binary	562	True
P07813	P07813	leuS	leuS	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0A7J7	leuS	rplK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0A7K2	leuS	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0A7R5	leuS	rpsJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0A7T3	leuS	rpsP	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0A7V0	leuS	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0ADZ0	leuS	rplW	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P0AE18	leuS	map	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07813	P15042	leuS	ligA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07813	P19930	leuS	hyaD	24561554:0397:HT:binary	562	True
P07813	P33129	leuS	htrE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P07813	P60438	leuS	rplC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P07813	P60723	leuS	rplD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07813	P75767	leuS	ybhK	24561554:0397:HT:binary	562	True
P07813	P76245	leuS	dgcP	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P07821	P09162	fhuC	yjaA	24561554:0397:HT:binary	562	True
P07821	P75957	fhuC	lolD	24561554:0397:HT:binary	562	True
P07862	P07862	ddlB	ddlB	24627523:0397:HT:binary	562	True
P07862	P0ABW5	ddlB	sfmA	24561554:0397:HT:binary	562	True
P07862	P33014	ddlB	tsuB	24561554:0397:HT:binary	562	True
P07862	P37909	ddlB	ybgD	24561554:0397:HT:binary	562	True
P07913	P0A6F5	tdh	groEL	10647006:0019:LC:binary|16606699:0096:LC:binary|24561554:0397:HT:binary	562	True
P08142	P08142	ilvB	ilvB	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08142	P0A7K2	ilvB	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P0A7V0	ilvB	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P0A9P0	ilvB	lpdA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P0AA10	ilvB	rplM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P0AC33	ilvB	fumA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P0ADF8	ilvB	ilvN	16606699:0096:LC:binary|18193896:0016:LC:binary|18193896:0077:LC:binary|24561554:0397:HT:binary	562	True
P08142	P0ADG1	ilvB	ilvM	24561554:0397:HT:binary	562	True
P08142	P0AFG8	ilvB	aceE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08142	P27300	ilvB	lpxK	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08178	P37909	purM	ybgD	24561554:0397:HT:binary	562	True
P08179	P08179	purN	purN	10606510:0114:LC:binary|11695901:0114:LC:binary|1522592:0114:LC:binary|1631098:0114:LC:binary|24561554:0397:HT:binary	562	True
P08191	P08191	fimH	fimH	10446051:0114:LC:binary|12010488:0114:LC:binary	562	True
P08191	P30130	fimH	fimD	15920478:0114:LC:binary|18627459:0096:LC:binary|21637253:0096:LC:binary	562	True
P08191	P31697	fimH	fimC	10446051:0114:LC:binary|12010488:0114:LC:binary|15920478:0114:LC:binary|18485872:0004:LC:co-complex|20478255:0114:LC:binary|21637253:0028:LC:binary|21637253:0071:LC:binary|21637253:0096:LC:binary|21637253:0114:LC:binary|23579681:0114:LC:binary	562	True
P08192	P08192	folC	folC	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P08200	P11071	icd	aceK	20505668:0071:LC:binary|20505668:0114:LC:binary|20505668:0424:LC:binary|20505668:0434:LC:binary|24561554:0397:HT:binary	562	True
P08201	P63020	nirB	nfuA	24561554:0397:HT:binary	562	True
P08203	P08203	araD	araD	11732895:0114:LC:binary	562	True
P08244	P08244	pyrF	pyrF	10757968:0114:LC:binary|11526316:0114:LC:binary|12054799:0114:LC:binary	562	True
P08245	P08245	yciH	yciH	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P08312	P08312	pheS	pheS	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08312	P0AD99	pheS	brnQ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08312	P17117	pheS	nfsA	24561554:0397:HT:binary	562	True
P08312	P39176	pheS	erfK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08312	P75679	pheS	insN1	24561554:0397:HT:binary	562	True
P08312	Q46864	pheS	mqsA	24561554:0397:HT:binary	562	True
P08312	Q47147	pheS	yafJ	24561554:0397:HT:binary	562	True
P08331	P0AAR3	cpdB	ybaK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08337	P08337	mutT	mutT	15690043:0007:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08337	P0AC47	mutT	frdB	24561554:0096:HT:binary|24561554:0397:HT:binary|24561554:0729:HT:binary	562	True
P08337	P37909	mutT	ybgD	24561554:0397:HT:binary	562	True
P08337	P39834	mutT	ygiL	24561554:0397:HT:binary	562	True
P08365	P0A9M8	chpS	pta	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08368	P08368	creB	creB	18631241:0055:LC:binary|24561554:0397:HT:binary	562	True
P08368	P08401	creB	creC	15522865:0004:LC:co-complex|24561554:0397:HT:binary	562	True
P08368	P0AGI4	creB	xylH	24561554:0397:HT:binary	562	True
P08368	P24193	creB	hypE	24561554:0397:HT:binary	562	True
P08373	P08373	murB	murB	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P08373	P17952	murB	murC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08373	P42593	murB	fadH	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08373	P45577	murB	proQ	24561554:0397:HT:binary	562	True
P08373	P52600	murB	emrY	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08373	P68646	murB	fixX	24561554:0397:HT:binary	562	True
P08373	P76069	murB	ydaY	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P08390	usg	usg	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P0A6K3	usg	def	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08390	P0A7K2	usg	rplL	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08390	P0A7V3	usg	rpsC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P0A7Z4	usg	rpoA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P0A8T7	usg	rpoC	15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary	562	True
P08390	P0A8V2	usg	rpoB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P0ADE8	usg	ygfZ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08390	P0ADK6	usg	yibA	16606699:0096:LC:binary|24561554:0397:HT:binary	562	True
P08390	P0ADW6	usg	yhcC	24561554:0397:HT:binary	562	True
P08390	P0AFG0	usg	nusG	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary	562	True
P08390	P0CE47	usg	tufA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08390	P21599	usg	pykA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|24561554:0397:HT:binary	562	True
P08394	P08394	recB	recB	15690043:0007:LC:binary|15690043:0676:HT:co-complex	562	True
P08394	P0A7V0	recB	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08394	P0A9P0	recB	lpdA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08394	P0AFG8	recB	aceE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08400	P36979	phoR	rlmN	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08401	P0A9Y6	creC	cspC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08401	P0AC81	creC	gloA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08407	P08407	papE	papE	12437927:0114:LC:binary|18728178:0069:LC:co-complex	562	True
P08407	P42191	papE	prsK	12437927:0114:LC:binary	562	True
P08550	P25539	cvpA	ribD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08555	P09372	dsdX	grpE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P08622	dnaJ	dnaJ	15690043:0007:LC:binary|15690043:0676:HT:co-complex|15849180:0071:LC:binary	562	True
P08622	P09152	dnaJ	narG	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A6H5	dnaJ	hslU	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A6X3	dnaJ	hfq	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A6Y8	dnaJ	dnaK	10369787:0107:LC:binary|10521435:0107:LC:binary|12654915:0071:LC:binary|15147737:0004:LC:co-complex|15302880:0028:LC:binary|15302880:0067:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|16533811:0019:LC:binary|19439666:0880:LC:binary|22065753:0077:LC:binary|7603976:0028:LC:binary|8599944:0071:LC:binary|8626401:0051:LC:binary|9600925:0077:LC:binary|9860950:0107:LC:binary|9860951:0107:LC:binary	562	True
P08622	P0A705	dnaJ	infB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0A7E9	dnaJ	pyrH	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7G6	dnaJ	recA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7J3	dnaJ	rplJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7K6	dnaJ	rplS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7L0	dnaJ	rplA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7R5	dnaJ	rpsJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0A7S9	dnaJ	rpsM	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7V0	dnaJ	rpsB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A7W1	dnaJ	rpsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A812	dnaJ	ruvB	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0A817	dnaJ	metK	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A8T7	dnaJ	rpoC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A991	dnaJ	fbaB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A9M8	dnaJ	pta	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A9P6	dnaJ	deaD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A9W0	dnaJ	ulaR	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A9X4	dnaJ	mreB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0A9Y6	dnaJ	cspC	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AAH0	dnaJ	pstB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0AAS7	dnaJ	ybcJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0ABB4	dnaJ	atpD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0ABH0	dnaJ	ftsA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0ABH9	dnaJ	clpA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0ADZ0	dnaJ	rplW	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AEI1	dnaJ	miaB	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0AES4	dnaJ	gyrA	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AFG0	dnaJ	nusG	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AFG8	dnaJ	aceE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0AG30	dnaJ	rho	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AG59	dnaJ	rpsN	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0AGG4	dnaJ	trxC	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0C054	dnaJ	ibpA	15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0C077	dnaJ	relE	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P0C8J6	dnaJ	gatY	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P0CE47	dnaJ	tufA	15690043:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P08622	P0CG19	dnaJ	rph	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P14081	dnaJ	selB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P17169	dnaJ	glmS	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P21507	dnaJ	srmB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P21645	dnaJ	lpxD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P21893	dnaJ	recJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P22333	dnaJ	add	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P22523	dnaJ	mukB	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P23839	dnaJ	yicC	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P31554	dnaJ	lptD	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P36979	dnaJ	rlmN	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P39177	dnaJ	uspG	15690043:0096:LC:binary|15690043:0676:HT:co-complex|16606699:0096:LC:binary|19402753:0676:HT:co-complex	562	True
P08622	P42184	dnaJ	prsA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P60624	dnaJ	rplX	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P61175	dnaJ	rplV	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P68206	dnaJ	yjbJ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08622	P75829	dnaJ	ybjX	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08622	P76594	dnaJ	patZ	15690043:0007:LC:binary|15690043:0096:LC:binary|15690043:0676:HT:co-complex|19402753:0676:HT:co-complex	562	True
P08690	P08690	arsA	arsA	10708766:0040:LC:binary|10708766:0071:LC:binary|11395509:0114:LC:binary|1824941:0067:LC:binary	562	True
P08691	P0A9R7	arsB	ftsE	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
P08722	P0A8A8	bglF	rimP	24561554:0397:HT:binary	562	True
P08839	P08839	ptsI	ptsI	17053069:0114:LC:binary|8805571:0114:LC:binary	562	True
P08839	P0A6W5	ptsI	greA	15690043:0096:LC:binary|15690043:0676:HT:co-complex	562	True
